date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,total,shelf_life,holiday,event,temperature_min,temperature_max,temperature_mean,rain_mm,snowfall_cm
2024-06-16,PN019,Coffee,Beverages,9,16-06-2025,3.3,0%,3.3,29.7,365,0,0,15.6,8.6,1.5,0.0,0.0
2024-06-16,PN025,Ham,Meat,19,26-06-2024,2.99,0%,2.99,56.81,10,0,0,15.6,8.6,1.5,0.0,0.0
2024-06-16,PN005,Bread,Bakery,12,21-06-2024,1.28,0%,1.28,15.36,5,0,0,15.6,8.6,1.5,0.0,0.0
2024-06-16,PN023,Eggs,Dairy,16,19-06-2024,0.21,10%,0.19,3.04,21,0,0,15.6,8.6,1.5,0.0,0.0
2024-06-16,PN012,Canned Soup,Staples,2,18-06-2024,2.13,15%,1.81,3.62,730,0,0,15.6,8.6,1.5,0.0,0.0
2024-06-15,PN039,Red Wine,Beverages,7,15-06-2027,10.5,0%,10.5,73.5,1095,0,0,16.0,8.3,3.6,0.0,0.0
2024-06-15,PN033,Oysters,Seafood,9,15-06-2024,3.99,30%,2.79,25.11,15,0,0,16.0,8.3,3.6,0.0,0.0
2024-06-14,PN039,Red Wine,Beverages,1,14-06-2027,10.5,0%,10.5,10.5,1095,0,0,14.0,9.8,6.7,0.0,0.0
2024-06-14,PN044,Sparkling Wine,Beverages,8,14-06-2025,4.5,0%,4.5,36.0,365,0,0,14.0,9.8,6.7,0.0,0.0
2024-06-14,PN001,Apples,Fruits,10,24-06-2024,0.6,0%,0.6,6.0,10,0,0,14.0,9.8,6.7,0.0,0.0
2024-06-14,PN025,Ham,Meat,17,24-06-2024,2.99,0%,2.99,50.83,10,0,0,14.0,9.8,6.7,0.0,0.0
2024-06-14,PN025,Ham,Meat,12,24-06-2024,2.99,0%,2.99,35.88,10,0,0,14.0,9.8,6.7,0.0,0.0
2024-06-14,PN003,Basmati Rice,Staples,12,17-06-2024,1.59,10%,1.43,17.16,365,0,0,14.0,9.8,6.7,0.0,0.0
2024-06-13,PN003,Basmati Rice,Staples,9,13-06-2025,1.59,0%,1.59,14.31,365,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-13,PN029,Mussels,Seafood,1,28-06-2024,3.0,0%,3.0,3.0,15,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-13,PN042,Smoothie,Beverages,1,23-06-2024,4.25,0%,4.25,4.25,10,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-13,PN036,Pineapple,Fruits,1,20-06-2024,1.19,0%,1.19,1.19,7,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-13,PN017,Chocolates,Confectionery,4,18-06-2024,1.75,5%,1.66,6.64,365,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-13,PN025,Ham,Meat,20,16-06-2024,2.99,10%,2.69,53.8,10,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-13,PN041,Salmon Fillets,Seafood,14,13-06-2024,4.25,30%,2.98,41.72,4,0,0,15.4,11.6,13.7,0.0,0.0
2024-06-12,PN039,Red Wine,Beverages,12,12-06-2027,10.5,0%,10.5,126.0,1095,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN018,Cinnamon,Spices,4,12-06-2026,1.0,0%,1.0,4.0,730,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN003,Basmati Rice,Staples,9,12-06-2025,1.59,0%,1.59,14.31,365,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN023,Eggs,Dairy,19,03-07-2024,0.21,0%,0.21,3.99,21,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN029,Mussels,Seafood,4,27-06-2024,3.0,0%,3.0,12.0,15,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN025,Ham,Meat,5,22-06-2024,2.99,0%,2.99,14.95,10,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN028,Milk,Dairy,3,19-06-2024,1.25,0%,1.25,3.75,7,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN005,Bread,Bakery,16,17-06-2024,1.28,0%,1.28,20.48,5,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN009,Butter,Dairy,11,17-06-2024,3.99,0%,3.99,43.89,270,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-12,PN037,Potatoes,Vegetables,4,17-06-2024,0.46,5%,0.44,1.76,20,0,0,15.1,6.7,0.0,0.0,0.0
2024-06-11,PN006,Breakfast Cereals,Staples,3,11-06-2025,1.29,0%,1.29,3.87,365,0,0,15.1,7.9,0.9,0.0,0.0
2024-06-11,PN002,Bananas,Fruits,4,16-06-2024,0.28,5%,0.27,1.08,7,0,0,15.1,7.9,0.9,0.0,0.0
2024-06-11,PN027,Lettuce,Vegetables,4,16-06-2024,1.15,0%,1.15,4.6,5,0,0,15.1,7.9,0.9,0.0,0.0
2024-06-11,PN026,Lamb,Meat,15,14-06-2024,5.0,0%,5.0,75.0,3,0,0,15.1,7.9,0.9,0.0,0.0
2024-06-11,PN039,Red Wine,Beverages,7,14-06-2024,10.5,10%,9.45,66.15,1095,0,0,15.1,7.9,0.9,0.0,0.0
2024-06-11,PN012,Canned Soup,Staples,11,12-06-2024,2.13,25%,1.6,17.6,730,0,0,15.1,7.9,0.9,0.0,0.0
2024-06-10,PN034,Pasta,Staples,5,10-06-2025,1.45,0%,1.45,7.25,365,0,0,15.7,8.2,1.1,0.0,0.0
2024-06-10,PN004,Beef,Meat,19,01-07-2024,4.5,0%,4.5,85.5,21,0,0,15.7,8.2,1.1,0.0,0.0
2024-06-10,PN037,Potatoes,Vegetables,1,30-06-2024,0.46,0%,0.46,0.46,20,0,0,15.7,8.2,1.1,0.0,0.0
2024-06-10,PN033,Oysters,Seafood,19,25-06-2024,3.99,0%,3.99,75.81,15,0,0,15.7,8.2,1.1,0.0,0.0
2024-06-10,PN007,Brussels Sprouts,Vegetables,8,17-06-2024,1.07,0%,1.07,8.56,7,0,0,15.7,8.2,1.1,0.0,0.0
2024-06-10,PN028,Milk,Dairy,13,17-06-2024,1.25,0%,1.25,16.25,7,0,0,15.7,8.2,1.1,0.0,0.0
2024-06-09,PN003,Basmati Rice,Staples,14,09-06-2025,1.59,0%,1.59,22.26,365,0,0,13.6,10.4,2.8,0.0,0.0
2024-06-09,PN006,Breakfast Cereals,Staples,12,09-06-2025,1.29,0%,1.29,15.48,365,0,0,13.6,10.4,2.8,0.0,0.0
2024-06-09,PN050,Yogurt,Dairy,9,24-06-2024,1.35,0%,1.35,12.15,15,0,0,13.6,10.4,2.8,0.0,0.0
2024-06-09,PN021,Cucumber,Vegetables,18,12-06-2024,0.89,10%,0.8,14.4,7,0,0,13.6,10.4,2.8,0.0,0.0
2024-06-08,PN020,Croissants,Bakery,10,08-07-2024,0.48,0%,0.48,4.8,30,0,0,15.6,10.6,0.3,0.0,0.0
2024-06-08,PN048,Turkey,Meat,3,22-06-2024,1.99,0%,1.99,5.97,14,0,0,15.6,10.6,0.3,0.0,0.0
2024-06-08,PN038,Pumpkin,Vegetables,10,12-06-2024,3.45,0%,3.45,34.5,4,0,0,15.6,10.6,0.3,0.0,0.0
2024-06-08,PN038,Pumpkin,Vegetables,17,12-06-2024,3.45,0%,3.45,58.65,4,0,0,15.6,10.6,0.3,0.0,0.0
2024-06-07,PN003,Basmati Rice,Staples,10,07-06-2025,1.59,0%,1.59,15.9,365,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN017,Chocolates,Confectionery,7,07-06-2025,1.75,0%,1.75,12.25,365,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN022,Easter Eggs,Confectionery,12,07-06-2025,1.2,0%,1.2,14.4,365,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN015,Cheese,Dairy,9,28-06-2024,2.5,0%,2.5,22.5,21,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN045,Spinach,Vegetables,16,17-06-2024,1.39,0%,1.39,22.24,10,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN001,Apples,Fruits,6,12-06-2024,0.6,5%,0.57,3.42,10,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN031,Orange Juice,Beverages,17,08-06-2024,2.5,25%,1.88,31.96,14,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-07,PN003,Basmati Rice,Staples,8,07-06-2024,1.59,30%,1.11,8.88,365,0,0,14.4,9.9,1.2,0.0,0.0
2024-06-06,PN006,Breakfast Cereals,Staples,11,06-06-2025,1.29,0%,1.29,14.19,365,0,0,14.1,8.3,0.9,0.0,0.0
2024-06-06,PN001,Apples,Fruits,13,16-06-2024,0.6,0%,0.6,7.8,10,0,0,14.1,8.3,0.9,0.0,0.0
2024-06-06,PN047,Tomatoes,Vegetables,15,13-06-2024,0.8,0%,0.8,12.0,7,0,0,14.1,8.3,0.9,0.0,0.0
2024-06-06,PN005,Bread,Bakery,13,11-06-2024,1.28,0%,1.28,16.64,5,0,0,14.1,8.3,0.9,0.0,0.0
2024-06-06,PN045,Spinach,Vegetables,12,08-06-2024,1.39,15%,1.18,14.16,10,0,0,14.1,8.3,0.9,0.0,0.0
2024-06-05,PN022,Easter Eggs,Confectionery,17,05-06-2025,1.2,0%,1.2,20.4,365,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN024,Guinness,Beverages,16,01-01-2025,4.66,0%,4.66,74.56,210,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN020,Croissants,Bakery,19,05-07-2024,0.48,0%,0.48,9.12,30,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN004,Beef,Meat,16,26-06-2024,4.5,0%,4.5,72.0,21,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN015,Cheese,Dairy,15,26-06-2024,2.5,0%,2.5,37.5,21,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN013,Carrots,Vegetables,4,19-06-2024,0.13,0%,0.13,0.52,14,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN028,Milk,Dairy,16,12-06-2024,1.25,0%,1.25,20.0,7,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN028,Milk,Dairy,7,12-06-2024,1.25,0%,1.25,8.75,7,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN044,Sparkling Wine,Beverages,19,10-06-2024,4.5,5%,4.28,81.32,365,0,0,13.0,8.2,0.6,0.0,0.0
2024-06-05,PN024,Guinness,Beverages,20,06-06-2024,4.66,25%,3.5,70.0,210,0,1,13.0,8.2,0.6,0.0,0.0
2024-06-04,PN039,Red Wine,Beverages,8,04-06-2027,10.5,0%,10.5,84.0,1095,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN012,Canned Soup,Staples,4,04-06-2026,2.13,0%,2.13,8.52,730,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN003,Basmati Rice,Staples,5,04-06-2025,1.59,0%,1.59,7.95,365,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN040,Salami,Meat,17,25-06-2024,1.6,0%,1.6,27.2,21,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN001,Apples,Fruits,11,14-06-2024,0.6,0%,0.6,6.6,10,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN027,Lettuce,Vegetables,6,09-06-2024,1.15,0%,1.15,6.9,5,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN013,Carrots,Vegetables,19,07-06-2024,0.13,10%,0.12,2.28,14,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN022,Easter Eggs,Confectionery,6,07-06-2024,1.2,10%,1.08,6.48,365,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN019,Coffee,Beverages,8,05-06-2024,3.3,25%,2.48,19.84,365,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-04,PN044,Sparkling Wine,Beverages,4,04-06-2024,4.5,30%,3.15,12.6,365,0,0,14.3,9.1,1.8,0.0,0.0
2024-06-03,PN014,Charcoal,Non-Food,20,03-06-2026,1.75,0%,1.75,35.0,730,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN049,White Wine,Beverages,17,03-06-2026,10.5,0%,10.5,178.5,730,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN023,Eggs,Dairy,10,24-06-2024,0.21,0%,0.21,2.1,21,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN023,Eggs,Dairy,3,24-06-2024,0.21,0%,0.21,0.63,21,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN048,Turkey,Meat,14,17-06-2024,1.99,0%,1.99,27.86,14,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN028,Milk,Dairy,8,10-06-2024,1.25,0%,1.25,10.0,7,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN028,Milk,Dairy,15,10-06-2024,1.25,0%,1.25,18.75,7,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN027,Lettuce,Vegetables,19,08-06-2024,1.15,0%,1.15,21.85,5,1,0,15.4,11.9,0.6,0.0,0.0
2024-06-03,PN015,Cheese,Dairy,6,06-06-2024,2.5,10%,2.25,13.5,21,0,0,15.4,11.9,0.6,0.0,0.0
2024-06-02,PN014,Charcoal,Non-Food,20,02-06-2026,1.75,0%,1.75,35.0,730,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN003,Basmati Rice,Staples,11,02-06-2025,1.59,0%,1.59,17.49,365,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN006,Breakfast Cereals,Staples,10,02-06-2025,1.29,0%,1.29,12.9,365,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN017,Chocolates,Confectionery,11,02-06-2025,1.75,0%,1.75,19.25,365,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN022,Easter Eggs,Confectionery,9,02-06-2025,1.2,0%,1.2,10.8,365,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN048,Turkey,Meat,11,16-06-2024,1.99,0%,1.99,21.89,14,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN001,Apples,Fruits,5,12-06-2024,0.6,0%,0.6,3.0,10,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN025,Ham,Meat,11,12-06-2024,2.99,0%,2.99,32.89,10,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN028,Milk,Dairy,1,09-06-2024,1.25,0%,1.25,1.25,7,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN005,Bread,Bakery,4,07-06-2024,1.28,0%,1.28,5.12,5,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN016,Chicken Breast,Meat,14,07-06-2024,3.99,0%,3.99,55.86,5,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN044,Sparkling Wine,Beverages,13,07-06-2024,4.5,5%,4.28,55.64,365,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN029,Mussels,Seafood,13,05-06-2024,3.0,10%,2.7,35.1,15,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-02,PN016,Chicken Breast,Meat,3,03-06-2024,3.99,25%,2.99,8.97,5,0,0,17.6,8.4,0.6,0.0,0.0
2024-06-01,PN018,Cinnamon,Spices,14,01-06-2026,1.0,0%,1.0,14.0,730,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN018,Cinnamon,Spices,16,01-06-2026,1.0,0%,1.0,16.0,730,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN017,Chocolates,Confectionery,15,01-06-2025,1.75,0%,1.75,26.25,365,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN048,Turkey,Meat,4,15-06-2024,1.99,0%,1.99,7.96,14,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN036,Pineapple,Fruits,12,08-06-2024,1.19,0%,1.19,14.28,7,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN001,Apples,Fruits,11,06-06-2024,0.6,5%,0.57,6.27,10,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN005,Bread,Bakery,17,02-06-2024,1.28,25%,0.96,16.32,5,0,0,18.5,8.1,0.0,0.0,0.0
2024-06-01,PN046,Strawberries,Fruits,20,01-06-2024,0.5,30%,0.35,7.0,4,0,0,18.5,8.1,0.0,0.0,0.0
2024-05-31,PN039,Red Wine,Beverages,5,31-05-2027,10.5,0%,10.5,52.5,1095,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN032,Oranges,Fruits,7,14-06-2024,0.6,0%,0.6,4.2,14,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN032,Oranges,Fruits,12,14-06-2024,0.6,0%,0.6,7.2,14,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN035,Pepper,Spices,9,14-06-2024,1.0,0%,1.0,9.0,14,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN042,Smoothie,Beverages,13,10-06-2024,4.25,0%,4.25,55.25,10,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN002,Bananas,Fruits,3,07-06-2024,0.28,0%,0.28,0.84,7,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN007,Brussels Sprouts,Vegetables,7,07-06-2024,1.07,0%,1.07,7.49,7,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN007,Brussels Sprouts,Vegetables,5,07-06-2024,1.07,0%,1.07,5.35,7,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-31,PN031,Orange Juice,Beverages,14,02-06-2024,2.5,15%,2.13,29.82,14,0,0,17.6,8.9,0.0,0.0,0.0
2024-05-30,PN039,Red Wine,Beverages,9,30-05-2027,10.5,0%,10.5,94.5,1095,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN008,Burger Patties,Meat,5,30-05-2025,3.0,0%,3.0,15.0,365,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN015,Cheese,Dairy,4,20-06-2024,2.5,0%,2.5,10.0,21,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN015,Cheese,Dairy,9,20-06-2024,2.5,0%,2.5,22.5,21,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN037,Potatoes,Vegetables,2,19-06-2024,0.46,0%,0.46,0.92,20,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN050,Yogurt,Dairy,3,14-06-2024,1.35,0%,1.35,4.05,15,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN001,Apples,Fruits,6,09-06-2024,0.6,0%,0.6,3.6,10,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN001,Apples,Fruits,6,09-06-2024,0.6,0%,0.6,3.6,10,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN028,Milk,Dairy,19,06-06-2024,1.25,0%,1.25,23.75,7,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN009,Butter,Dairy,5,04-06-2024,3.99,0%,3.99,19.95,270,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN032,Oranges,Fruits,15,04-06-2024,0.6,5%,0.57,8.55,14,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN026,Lamb,Meat,13,02-06-2024,5.0,0%,5.0,65.0,3,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-30,PN039,Red Wine,Beverages,5,02-06-2024,10.5,10%,9.45,47.25,1095,0,0,13.8,10.9,0.4,0.0,0.0
2024-05-29,PN043,Soft Drinks,Beverages,17,24-01-2025,3.4,0%,3.4,57.8,240,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-29,PN050,Yogurt,Dairy,9,13-06-2024,1.35,0%,1.35,12.15,15,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-29,PN028,Milk,Dairy,13,05-06-2024,1.25,0%,1.25,16.25,7,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-29,PN028,Milk,Dairy,16,05-06-2024,1.25,0%,1.25,20.0,7,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-29,PN036,Pineapple,Fruits,20,05-06-2024,1.19,0%,1.19,23.8,7,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-29,PN009,Butter,Dairy,16,03-06-2024,3.99,0%,3.99,63.84,270,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-29,PN045,Spinach,Vegetables,2,31-05-2024,1.39,15%,1.18,2.36,10,0,0,16.1,11.2,1.7,0.0,0.0
2024-05-28,PN003,Basmati Rice,Staples,14,28-05-2025,1.59,0%,1.59,22.26,365,0,0,13.9,11.9,9.4,0.0,0.0
2024-05-28,PN037,Potatoes,Vegetables,3,17-06-2024,0.46,0%,0.46,1.38,20,0,0,13.9,11.9,9.4,0.0,0.0
2024-05-28,PN005,Bread,Bakery,20,02-06-2024,1.28,0%,1.28,25.6,5,0,0,13.9,11.9,9.4,0.0,0.0
2024-05-28,PN031,Orange Juice,Beverages,2,28-05-2024,2.5,30%,1.75,3.5,14,0,0,13.9,11.9,9.4,0.0,0.0
2024-05-27,PN021,Cucumber,Vegetables,16,03-06-2024,0.89,0%,0.89,14.24,7,0,0,14.1,9.4,2.9,0.0,0.0
2024-05-27,PN047,Tomatoes,Vegetables,14,03-06-2024,0.8,0%,0.8,11.2,7,0,0,14.1,9.4,2.9,0.0,0.0
2024-05-26,PN022,Easter Eggs,Confectionery,3,26-05-2025,1.2,0%,1.2,3.6,365,0,0,13.9,10.1,9.1,0.0,0.0
2024-05-26,PN025,Ham,Meat,18,05-06-2024,2.99,0%,2.99,53.82,10,0,0,13.9,10.1,9.1,0.0,0.0
2024-05-26,PN044,Sparkling Wine,Beverages,10,31-05-2024,4.5,5%,4.28,42.8,365,0,0,13.9,10.1,9.1,0.0,0.0
2024-05-26,PN037,Potatoes,Vegetables,9,29-05-2024,0.46,10%,0.41,3.69,20,0,0,13.9,10.1,9.1,0.0,0.0
2024-05-26,PN036,Pineapple,Fruits,20,27-05-2024,1.19,25%,0.89,17.8,7,0,0,13.9,10.1,9.1,0.0,0.0
2024-05-26,PN006,Breakfast Cereals,Staples,5,26-05-2024,1.29,30%,0.9,4.5,365,0,0,13.9,10.1,9.1,0.0,0.0
2024-05-25,PN049,White Wine,Beverages,18,25-05-2026,10.5,0%,10.5,189.0,730,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN019,Coffee,Beverages,18,25-05-2025,3.3,0%,3.3,59.4,365,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN034,Pasta,Staples,12,25-05-2025,1.45,0%,1.45,17.4,365,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN037,Potatoes,Vegetables,7,14-06-2024,0.46,0%,0.46,3.22,20,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN050,Yogurt,Dairy,14,09-06-2024,1.35,0%,1.35,18.9,15,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN021,Cucumber,Vegetables,20,01-06-2024,0.89,0%,0.89,17.8,7,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN027,Lettuce,Vegetables,10,30-05-2024,1.15,0%,1.15,11.5,5,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN041,Salmon Fillets,Seafood,17,29-05-2024,4.25,0%,4.25,72.25,4,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-25,PN016,Chicken Breast,Meat,5,25-05-2024,3.99,30%,2.79,13.95,5,0,0,14.7,8.8,6.5,0.0,0.0
2024-05-24,PN006,Breakfast Cereals,Staples,8,24-05-2025,1.29,0%,1.29,10.32,365,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-24,PN015,Cheese,Dairy,14,14-06-2024,2.5,0%,2.5,35.0,21,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-24,PN041,Salmon Fillets,Seafood,14,28-05-2024,4.25,0%,4.25,59.5,4,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-24,PN017,Chocolates,Confectionery,7,26-05-2024,1.75,15%,1.49,10.43,365,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-24,PN016,Chicken Breast,Meat,19,25-05-2024,3.99,25%,2.99,56.81,5,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-24,PN028,Milk,Dairy,10,24-05-2024,1.25,30%,0.88,8.8,7,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-24,PN043,Soft Drinks,Beverages,1,24-05-2024,3.4,30%,2.38,2.38,240,0,0,14.2,8.4,0.3,0.0,0.0
2024-05-23,PN006,Breakfast Cereals,Staples,4,23-05-2025,1.29,0%,1.29,5.16,365,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN006,Breakfast Cereals,Staples,10,23-05-2025,1.29,0%,1.29,12.9,365,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN017,Chocolates,Confectionery,2,23-05-2025,1.75,0%,1.75,3.5,365,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN004,Beef,Meat,2,13-06-2024,4.5,0%,4.5,9.0,21,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN015,Cheese,Dairy,19,13-06-2024,2.5,0%,2.5,47.5,21,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN033,Oysters,Seafood,6,07-06-2024,3.99,0%,3.99,23.94,15,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN001,Apples,Fruits,18,02-06-2024,0.6,0%,0.6,10.8,10,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN011,Cabbage,Vegetables,16,02-06-2024,1.29,0%,1.29,20.64,10,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN042,Smoothie,Beverages,1,02-06-2024,4.25,0%,4.25,4.25,10,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN002,Bananas,Fruits,7,30-05-2024,0.28,0%,0.28,1.96,7,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN007,Brussels Sprouts,Vegetables,14,30-05-2024,1.07,0%,1.07,14.98,7,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN005,Bread,Bakery,11,28-05-2024,1.28,0%,1.28,14.08,5,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-23,PN010,Butter Croissant,Bakery,16,26-05-2024,1.5,0%,1.5,24.0,3,0,0,13.4,9.6,0.9,0.0,0.0
2024-05-22,PN039,Red Wine,Beverages,6,22-05-2027,10.5,0%,10.5,63.0,1095,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN012,Canned Soup,Staples,11,22-05-2026,2.13,0%,2.13,23.43,730,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN003,Basmati Rice,Staples,5,22-05-2025,1.59,0%,1.59,7.95,365,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN008,Burger Patties,Meat,2,22-05-2025,3.0,0%,3.0,6.0,365,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN021,Cucumber,Vegetables,5,29-05-2024,0.89,0%,0.89,4.45,7,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN047,Tomatoes,Vegetables,7,29-05-2024,0.8,0%,0.8,5.6,7,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN047,Tomatoes,Vegetables,7,29-05-2024,0.8,0%,0.8,5.6,7,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN044,Sparkling Wine,Beverages,4,27-05-2024,4.5,5%,4.28,17.12,365,0,0,15.3,10.6,1.8,0.0,0.0
2024-05-22,PN026,Lamb,Meat,2,25-05-2024,5.0,0%,5.0,10.0,3,0,0,15.3,10.6,1.8,0.0,0.0
