product,category,expiry_date,shelf_life,remaining_shelf_life,total_quantity,waste_product_quantity,event,date
Turkey,Meat,28-09-2024,14,14,21,6,0,14-09-2024
Turkey,Meat,28-09-2024,14,14,21,15,0,14-09-2024
Mussels,Seafood,28-09-2024,15,15,5,0,0,13-09-2024
Breakfast Cereals,Staples,28-09-2024,365,5,5,0,0,23-09-2024
Lettuce,Vegetables,28-09-2024,5,5,3,0,0,23-09-2024
Spinach,Vegetables,28-09-2024,10,10,10,0,0,18-09-2024
Tomatoes,Vegetables,28-09-2024,7,1,15,0,1,27-09-2024
Pineapple,Fruits,29-09-2024,7,7,2,0,0,22-09-2024
Oysters,Seafood,29-09-2024,15,15,1,0,0,14-09-2024
Brussels Sprouts,Vegetables,29-09-2024,7,0,7,0,1,29-09-2024
Brussels Sprouts,Vegetables,29-09-2024,7,0,7,3,1,29-09-2024
Brussels Sprouts,Vegetables,29-09-2024,7,0,7,5,1,29-09-2024
Cabbage,Vegetables,29-09-2024,10,10,19,0,0,19-09-2024
Cabbage,Vegetables,29-09-2024,10,10,19,3,0,19-09-2024
Potatoes,Vegetables,29-09-2024,20,20,13,0,0,09-09-2024
Croissants,Bakery,30-09-2024,30,30,15,0,0,31-08-2024
Guinness,Beverages,30-09-2024,210,210,12,0,0,04-03-2024
Apples,Fruits,30-09-2024,10,10,7,0,0,20-09-2024
Pineapple,Fruits,30-09-2024,7,7,19,0,0,23-09-2024
Cucumber,Vegetables,30-09-2024,7,1,1,0,1,29-09-2024
Lettuce,Vegetables,30-09-2024,5,5,37,18,0,25-09-2024
Lettuce,Vegetables,30-09-2024,5,5,37,19,0,25-09-2024
Pumpkin,Vegetables,30-09-2024,4,4,18,0,0,26-09-2024
Bread,Bakery,01-10-2024,5,0,29,11,0,01-10-2024
Bread,Bakery,01-10-2024,5,0,29,18,0,01-10-2024
Bread,Bakery,01-10-2024,5,1,29,11,0,30-09-2024
Bread,Bakery,01-10-2024,5,1,29,18,0,30-09-2024
Croissants,Bakery,01-10-2024,30,30,6,0,0,01-09-2024
Soft Drinks,Beverages,01-10-2024,240,240,9,0,0,04-02-2024
Chicken Breast,Meat,01-10-2024,5,5,29,12,0,26-09-2024
Chicken Breast,Meat,01-10-2024,5,5,29,17,0,26-09-2024
Pepper,Spices,01-10-2024,14,14,13,0,0,17-09-2024
Cucumber,Vegetables,01-10-2024,7,7,18,0,0,24-09-2024
Pumpkin,Vegetables,01-10-2024,4,4,50,12,1,27-09-2024
Pumpkin,Vegetables,01-10-2024,4,4,50,11,1,27-09-2024
Pumpkin,Vegetables,01-10-2024,4,4,50,14,1,27-09-2024
Pumpkin,Vegetables,01-10-2024,4,4,50,13,1,27-09-2024
Spinach,Vegetables,01-10-2024,10,10,6,0,0,21-09-2024
Bread,Bakery,02-10-2024,5,5,8,0,1,27-09-2024
Guinness,Beverages,02-10-2024,210,5,5,0,1,27-09-2024
Chocolates,Confectionery,02-10-2024,365,5,14,0,1,27-09-2024
Salami,Meat,02-10-2024,21,1,17,3,0,01-10-2024
Salami,Meat,02-10-2024,21,1,17,14,0,01-10-2024
Salami,Meat,02-10-2024,21,21,17,3,0,11-09-2024
Salami,Meat,02-10-2024,21,21,17,14,0,11-09-2024
Carrots,Vegetables,02-10-2024,14,14,4,0,0,18-09-2024
Eggs,Dairy,03-10-2024,21,21,19,0,0,12-09-2024
Milk,Dairy,03-10-2024,7,3,15,9,0,30-09-2024
Milk,Dairy,03-10-2024,7,3,15,6,0,30-09-2024
Milk,Dairy,03-10-2024,7,7,15,9,0,26-09-2024
Milk,Dairy,03-10-2024,7,7,15,6,0,26-09-2024
Strawberries,Fruits,03-10-2024,4,1,8,0,0,02-10-2024
Lamb,Meat,03-10-2024,3,3,14,4,0,30-09-2024
Lamb,Meat,03-10-2024,3,3,14,10,0,30-09-2024
Oysters,Seafood,03-10-2024,15,15,1,0,0,18-09-2024
Potatoes,Vegetables,03-10-2024,20,20,7,0,0,13-09-2024
Eggs,Dairy,04-10-2024,21,21,18,0,0,13-09-2024
Milk,Dairy,04-10-2024,7,7,14,0,1,27-09-2024
Strawberries,Fruits,04-10-2024,4,4,4,0,0,30-09-2024
Charcoal,Non-Food,04-10-2024,730,2,5,0,0,02-10-2024
Potatoes,Vegetables,04-10-2024,20,5,11,0,1,29-09-2024
Spinach,Vegetables,04-10-2024,10,2,4,0,0,02-10-2024
Tomatoes,Vegetables,04-10-2024,7,7,9,0,1,27-09-2024
Bread,Bakery,05-10-2024,5,5,3,0,0,30-09-2024
Cheese,Dairy,05-10-2024,21,21,14,0,0,14-09-2024
Turkey,Meat,05-10-2024,14,14,13,0,0,21-09-2024
Salmon Fillets,Seafood,05-10-2024,4,0,18,0,1,05-10-2024
Pepper,Spices,05-10-2024,14,14,16,0,0,21-09-2024
Cucumber,Vegetables,05-10-2024,7,7,2,0,1,28-09-2024
Potatoes,Vegetables,05-10-2024,20,20,13,0,0,15-09-2024
Smoothie,Beverages,06-10-2024,10,10,2,0,0,26-09-2024
Butter,Dairy,06-10-2024,270,5,14,0,0,01-10-2024
Cheese,Dairy,06-10-2024,21,21,32,18,0,15-09-2024
Cheese,Dairy,06-10-2024,21,21,32,14,0,15-09-2024
Chicken Breast,Meat,06-10-2024,5,1,19,13,1,05-10-2024
Chicken Breast,Meat,06-10-2024,5,1,19,6,1,05-10-2024
Chicken Breast,Meat,06-10-2024,5,5,19,13,0,01-10-2024
Chicken Breast,Meat,06-10-2024,5,5,19,6,0,01-10-2024
Oysters,Seafood,06-10-2024,15,15,7,0,0,21-09-2024
Spinach,Vegetables,06-10-2024,10,10,17,0,0,26-09-2024
Soft Drinks,Beverages,07-10-2024,240,5,27,17,0,02-10-2024
Soft Drinks,Beverages,07-10-2024,240,5,27,10,0,02-10-2024
Soft Drinks,Beverages,07-10-2024,240,240,27,17,0,10-02-2024
Soft Drinks,Beverages,07-10-2024,240,240,27,10,0,10-02-2024
Apples,Fruits,07-10-2024,10,1,56,4,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,5,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,5,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,8,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,10,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,6,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,5,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,13,1,06-10-2024
Apples,Fruits,07-10-2024,10,1,56,5,1,06-10-2024
Apples,Fruits,07-10-2024,10,10,56,4,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,5,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,5,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,8,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,10,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,6,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,5,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,13,1,27-09-2024
Apples,Fruits,07-10-2024,10,10,56,5,1,27-09-2024
Bananas,Fruits,07-10-2024,7,7,18,0,0,30-09-2024
Beef,Meat,07-10-2024,21,21,12,0,0,16-09-2024
Ham,Meat,07-10-2024,10,10,8,0,1,27-09-2024
Cucumber,Vegetables,07-10-2024,7,7,26,16,0,30-09-2024
Cucumber,Vegetables,07-10-2024,7,7,26,10,0,30-09-2024
Bread,Bakery,08-10-2024,5,5,4,0,1,03-10-2024
Croissants,Bakery,08-10-2024,30,30,10,0,0,08-09-2024
Basmati Rice,Staples,08-10-2024,365,2,3,0,1,06-10-2024
Potatoes,Vegetables,08-10-2024,20,20,13,0,0,18-09-2024
Cheese,Dairy,09-10-2024,21,2,5,0,0,07-10-2024
Milk,Dairy,09-10-2024,7,3,14,10,1,06-10-2024
Milk,Dairy,09-10-2024,7,3,14,4,1,06-10-2024
Milk,Dairy,09-10-2024,7,7,14,10,0,02-10-2024
Milk,Dairy,09-10-2024,7,7,14,4,0,02-10-2024
Bananas,Fruits,09-10-2024,7,7,20,0,0,02-10-2024
Strawberries,Fruits,09-10-2024,4,1,11,0,0,08-10-2024
Orange Juice,Beverages,10-10-2024,14,14,6,0,0,26-09-2024
Milk,Dairy,10-10-2024,7,1,14,10,0,09-10-2024
Milk,Dairy,10-10-2024,7,1,14,4,0,09-10-2024
Milk,Dairy,10-10-2024,7,5,14,10,1,05-10-2024
Milk,Dairy,10-10-2024,7,5,14,4,1,05-10-2024
Apples,Fruits,10-10-2024,10,2,6,0,0,08-10-2024
Bananas,Fruits,10-10-2024,7,7,19,0,1,03-10-2024
Pineapple,Fruits,10-10-2024,7,7,3,0,1,03-10-2024
Beef,Meat,10-10-2024,21,2,19,0,0,08-10-2024
Onions,Vegetables,10-10-2024,20,20,15,0,0,20-09-2024
Butter,Dairy,11-10-2024,270,5,18,0,1,06-10-2024
Apples,Fruits,11-10-2024,10,10,13,4,0,01-10-2024
Apples,Fruits,11-10-2024,10,10,13,9,0,01-10-2024
Apples,Fruits,11-10-2024,10,10,13,5,0,01-10-2024
Chicken Breast,Meat,11-10-2024,5,5,9,0,1,06-10-2024
Lamb,Meat,11-10-2024,3,0,11,0,0,11-10-2024
Salami,Meat,11-10-2024,21,3,10,0,0,08-10-2024
Lettuce,Vegetables,11-10-2024,5,5,16,0,1,06-10-2024
White Wine,Beverages,12-10-2024,730,3,1,0,0,09-10-2024
Apples,Fruits,12-10-2024,10,10,3,0,0,02-10-2024
Strawberries,Fruits,12-10-2024,4,0,12,0,0,12-10-2024
Chicken Breast,Meat,12-10-2024,5,5,16,0,0,07-10-2024
Mussels,Seafood,12-10-2024,15,15,35,7,1,27-09-2024
Mussels,Seafood,12-10-2024,15,15,35,15,1,27-09-2024
Mussels,Seafood,12-10-2024,15,15,35,13,1,27-09-2024
Oysters,Seafood,12-10-2024,15,15,19,0,1,27-09-2024
Guinness,Beverages,13-10-2024,210,210,108,21,0,17-03-2024
Guinness,Beverages,13-10-2024,210,210,108,29,0,17-03-2024
Guinness,Beverages,13-10-2024,210,210,108,23,0,17-03-2024
Guinness,Beverages,13-10-2024,210,210,108,23,0,17-03-2024
Guinness,Beverages,13-10-2024,210,210,108,12,0,17-03-2024
Eggs,Dairy,13-10-2024,21,21,14,0,0,22-09-2024
Beef,Meat,13-10-2024,21,3,13,0,0,10-10-2024
Ham,Meat,13-10-2024,10,10,3,0,1,03-10-2024
Cabbage,Vegetables,13-10-2024,10,10,12,0,1,03-10-2024
Guinness,Beverages,14-10-2024,210,1,7,0,0,13-10-2024
Cheese,Dairy,14-10-2024,21,21,11,0,0,23-09-2024
Yogurt,Dairy,14-10-2024,15,15,7,0,1,29-09-2024
Yogurt,Dairy,14-10-2024,15,15,7,3,1,29-09-2024
Ham,Meat,14-10-2024,10,10,14,0,1,04-10-2024
Pepper,Spices,14-10-2024,14,14,13,1,0,30-09-2024
Pepper,Spices,14-10-2024,14,14,13,12,0,30-09-2024
Cucumber,Vegetables,14-10-2024,7,1,20,0,0,13-10-2024
Spinach,Vegetables,14-10-2024,10,10,20,0,1,04-10-2024
Orange Juice,Beverages,15-10-2024,14,14,4,0,0,01-10-2024
Apples,Fruits,15-10-2024,10,10,12,0,1,05-10-2024
Oranges,Fruits,15-10-2024,14,2,33,8,0,13-10-2024
Oranges,Fruits,15-10-2024,14,2,33,18,0,13-10-2024
Oranges,Fruits,15-10-2024,14,2,33,7,0,13-10-2024
Oranges,Fruits,15-10-2024,14,14,33,8,0,01-10-2024
Oranges,Fruits,15-10-2024,14,14,33,18,0,01-10-2024
Oranges,Fruits,15-10-2024,14,14,33,7,0,01-10-2024
Beef,Meat,15-10-2024,21,3,1,0,0,12-10-2024
Ham,Meat,15-10-2024,10,10,3,0,1,05-10-2024
Oysters,Seafood,15-10-2024,15,1,20,0,1,14-10-2024
Lettuce,Vegetables,15-10-2024,5,1,14,0,1,14-10-2024
Onions,Vegetables,15-10-2024,20,20,5,0,0,25-09-2024
Onions,Vegetables,15-10-2024,20,20,5,0,0,25-09-2024
Spinach,Vegetables,15-10-2024,10,10,16,0,1,05-10-2024
Croissants,Bakery,16-10-2024,30,30,13,0,0,16-09-2024
Bananas,Fruits,16-10-2024,7,7,13,0,0,09-10-2024
Chicken Breast,Meat,16-10-2024,5,1,15,0,1,15-10-2024
Ham,Meat,16-10-2024,10,10,9,1,1,06-10-2024
Ham,Meat,16-10-2024,10,10,9,8,1,06-10-2024
Lamb,Meat,16-10-2024,3,3,1,0,0,13-10-2024
Cinnamon,Spices,16-10-2024,730,1,9,0,1,15-10-2024
Guinness,Beverages,17-10-2024,210,210,2,0,0,21-03-2024
White Wine,Beverages,17-10-2024,730,1,4,0,1,16-10-2024
Oranges,Fruits,17-10-2024,14,14,15,0,1,03-10-2024
Salmon Fillets,Seafood,17-10-2024,4,4,10,0,0,13-10-2024
Cucumber,Vegetables,17-10-2024,7,7,18,0,0,10-10-2024
Lettuce,Vegetables,17-10-2024,5,5,8,0,0,12-10-2024
Smoothie,Beverages,18-10-2024,10,10,4,0,0,08-10-2024
Soft Drinks,Beverages,18-10-2024,240,240,8,0,0,21-02-2024
Milk,Dairy,18-10-2024,7,7,4,0,0,11-10-2024
Milk,Dairy,18-10-2024,7,7,4,1,0,11-10-2024
Apples,Fruits,18-10-2024,10,10,9,0,0,08-10-2024
Strawberries,Fruits,18-10-2024,4,1,8,0,1,17-10-2024
Carrots,Vegetables,18-10-2024,14,14,20,0,1,04-10-2024
Spinach,Vegetables,18-10-2024,10,10,6,0,0,08-10-2024
Orange Juice,Beverages,19-10-2024,14,14,7,0,1,05-10-2024
Milk,Dairy,19-10-2024,7,7,6,0,0,12-10-2024
Milk,Dairy,19-10-2024,7,7,6,5,0,12-10-2024
Beef,Meat,19-10-2024,21,2,14,0,1,17-10-2024
Croissants,Bakery,20-10-2024,30,3,17,0,1,17-10-2024
Yogurt,Dairy,20-10-2024,15,15,10,0,1,05-10-2024
Apples,Fruits,20-10-2024,10,10,9,0,0,10-10-2024
Pineapple,Fruits,20-10-2024,7,7,21,19,0,13-10-2024
Pineapple,Fruits,20-10-2024,7,7,21,2,0,13-10-2024
Salami,Meat,20-10-2024,21,21,9,0,1,29-09-2024
Tomatoes,Vegetables,20-10-2024,7,7,2,0,0,13-10-2024
Tomatoes,Vegetables,20-10-2024,7,7,2,4,0,13-10-2024
Chicken Breast,Meat,21-10-2024,5,5,13,0,1,16-10-2024
Charcoal,Non-Food,21-10-2024,730,2,13,0,1,19-10-2024
Oysters,Seafood,21-10-2024,15,15,18,0,1,06-10-2024
Bread,Bakery,22-10-2024,5,5,10,0,1,17-10-2024
Bread,Bakery,22-10-2024,5,5,10,1,1,17-10-2024
Bread,Bakery,22-10-2024,5,5,10,4,1,17-10-2024
Eggs,Dairy,22-10-2024,21,0,9,0,1,22-10-2024
Eggs,Dairy,22-10-2024,21,0,9,1,1,22-10-2024
Yogurt,Dairy,22-10-2024,15,15,5,0,0,07-10-2024
Brussels Sprouts,Vegetables,22-10-2024,7,7,16,0,1,15-10-2024
Butter,Dairy,23-10-2024,270,5,17,0,1,18-10-2024
Cheese,Dairy,23-10-2024,21,21,21,3,0,02-10-2024
Cheese,Dairy,23-10-2024,21,21,21,15,0,02-10-2024
Cheese,Dairy,23-10-2024,21,21,21,3,0,02-10-2024
Milk,Dairy,23-10-2024,7,2,9,0,0,21-10-2024
Strawberries,Fruits,23-10-2024,4,4,5,0,1,19-10-2024
Chicken Breast,Meat,23-10-2024,5,5,8,0,1,18-10-2024
Turkey,Meat,23-10-2024,14,14,15,0,0,09-10-2024
Turkey,Meat,23-10-2024,14,14,15,4,0,09-10-2024
Brussels Sprouts,Vegetables,23-10-2024,7,7,5,0,1,16-10-2024
Potatoes,Vegetables,23-10-2024,20,20,15,0,1,03-10-2024
Pumpkin,Vegetables,23-10-2024,4,4,12,0,1,19-10-2024
Pumpkin,Vegetables,23-10-2024,4,4,12,1,1,19-10-2024
Bread,Bakery,24-10-2024,5,5,3,0,1,19-10-2024
Bread,Bakery,24-10-2024,5,5,3,5,1,19-10-2024
Guinness,Beverages,24-10-2024,210,210,14,0,0,28-03-2024
Orange Juice,Beverages,24-10-2024,14,3,8,0,0,21-10-2024
Cheese,Dairy,24-10-2024,21,21,92,8,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,14,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,7,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,12,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,5,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,10,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,12,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,7,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,11,1,03-10-2024
Cheese,Dairy,24-10-2024,21,21,92,6,1,03-10-2024
Yogurt,Dairy,24-10-2024,15,5,1,0,1,19-10-2024
Apples,Fruits,24-10-2024,10,10,7,0,1,14-10-2024
Ham,Meat,24-10-2024,10,10,6,0,1,14-10-2024
Salami,Meat,24-10-2024,21,0,7,0,1,24-10-2024
Mussels,Seafood,24-10-2024,15,15,11,0,0,09-10-2024
Cinnamon,Spices,24-10-2024,730,0,10,0,1,24-10-2024
Red Wine,Beverages,25-10-2024,1095,0,10,0,1,25-10-2024
Cheese,Dairy,25-10-2024,21,21,25,10,1,04-10-2024
Cheese,Dairy,25-10-2024,21,21,25,15,1,04-10-2024
Milk,Dairy,25-10-2024,7,7,4,0,1,18-10-2024
Salami,Meat,25-10-2024,21,2,12,11,1,23-10-2024
Salami,Meat,25-10-2024,21,2,12,1,1,23-10-2024
Salami,Meat,25-10-2024,21,21,12,11,1,04-10-2024
Salami,Meat,25-10-2024,21,21,12,1,1,04-10-2024
Pumpkin,Vegetables,25-10-2024,4,4,11,0,0,21-10-2024
Strawberries,Fruits,26-10-2024,4,4,12,0,1,22-10-2024
Lamb,Meat,26-10-2024,3,3,3,0,1,23-10-2024
Lamb,Meat,26-10-2024,3,3,3,0,1,23-10-2024
Smoothie,Beverages,27-10-2024,10,10,11,0,1,17-10-2024
Cheese,Dairy,27-10-2024,21,21,11,9,1,06-10-2024
Cheese,Dairy,27-10-2024,21,21,11,2,1,06-10-2024
Yogurt,Dairy,27-10-2024,15,15,13,0,0,12-10-2024
Turkey,Meat,27-10-2024,14,14,12,0,0,13-10-2024
Oysters,Seafood,27-10-2024,15,15,14,0,0,12-10-2024
Salmon Fillets,Seafood,27-10-2024,4,4,17,0,1,23-10-2024
Pasta,Staples,27-10-2024,365,3,20,0,1,24-10-2024
Cabbage,Vegetables,27-10-2024,10,10,5,0,1,17-10-2024
Spinach,Vegetables,27-10-2024,10,10,20,0,1,17-10-2024
Chocolates,Confectionery,28-10-2024,365,5,4,0,1,23-10-2024
Cheese,Dairy,28-10-2024,21,2,2,0,1,26-10-2024
Apples,Fruits,28-10-2024,10,10,4,0,1,18-10-2024
Oysters,Seafood,28-10-2024,15,15,11,0,0,13-10-2024
Pasta,Staples,28-10-2024,365,5,4,0,1,23-10-2024
Cabbage,Vegetables,28-10-2024,10,10,4,0,1,18-10-2024
Pumpkin,Vegetables,28-10-2024,4,4,12,0,1,24-10-2024
Croissants,Bakery,29-10-2024,30,0,20,0,0,29-10-2024
Easter Eggs,Confectionery,29-10-2024,365,5,11,0,1,24-10-2024
Eggs,Dairy,29-10-2024,21,21,20,0,0,08-10-2024
Yogurt,Dairy,29-10-2024,15,15,14,0,1,14-10-2024
Cucumber,Vegetables,29-10-2024,7,0,20,0,0,29-10-2024
Strawberries,Fruits,30-10-2024,4,4,4,0,1,26-10-2024
Brussels Sprouts,Vegetables,30-10-2024,7,7,6,0,1,23-10-2024
Onions,Vegetables,30-10-2024,20,1,19,0,0,29-10-2024
Spinach,Vegetables,30-10-2024,10,10,20,0,1,20-10-2024
Butter Croissant,Bakery,31-10-2024,3,0,2,0,0,31-10-2024
Croissants,Bakery,31-10-2024,30,5,14,0,1,26-10-2024
Soft Drinks,Beverages,31-10-2024,240,240,1,0,0,05-03-2024
Chocolates,Confectionery,31-10-2024,365,3,8,0,1,28-10-2024
Cheese,Dairy,31-10-2024,21,5,1,0,1,26-10-2024
Apples,Fruits,31-10-2024,10,1,11,0,0,30-10-2024
Bananas,Fruits,31-10-2024,7,7,8,0,1,24-10-2024
Pineapple,Fruits,31-10-2024,7,3,13,0,1,28-10-2024
Strawberries,Fruits,31-10-2024,4,4,2,0,1,27-10-2024
Cinnamon,Spices,31-10-2024,730,0,15,0,0,31-10-2024
Bread,Bakery,01-11-2024,5,5,29,15,1,27-10-2024
Bread,Bakery,01-11-2024,5,5,29,14,1,27-10-2024
Sparkling Wine,Beverages,01-11-2024,365,2,17,0,0,30-10-2024
Butter,Dairy,01-11-2024,270,0,13,0,0,01-11-2024
Cheese,Dairy,01-11-2024,21,21,7,0,0,11-10-2024
Milk,Dairy,01-11-2024,7,7,7,0,1,25-10-2024
Turkey,Meat,01-11-2024,14,1,4,0,0,31-10-2024
Pepper,Spices,01-11-2024,14,14,1,0,1,18-10-2024
Potatoes,Vegetables,01-11-2024,20,20,6,0,0,12-10-2024
Tomatoes,Vegetables,01-11-2024,7,7,17,0,1,25-10-2024
Bananas,Fruits,02-11-2024,7,7,5,0,1,26-10-2024
Pepper,Spices,02-11-2024,14,14,1,0,1,19-10-2024
Onions,Vegetables,02-11-2024,20,20,5,0,0,13-10-2024
Pumpkin,Vegetables,02-11-2024,4,1,4,0,0,01-11-2024
Bread,Bakery,03-11-2024,5,1,9,0,0,02-11-2024
Guinness,Beverages,03-11-2024,210,2,17,0,0,01-11-2024
Potatoes,Vegetables,03-11-2024,20,1,23,17,0,02-11-2024
Potatoes,Vegetables,03-11-2024,20,1,23,6,0,02-11-2024
Potatoes,Vegetables,03-11-2024,20,20,23,17,1,14-10-2024
Potatoes,Vegetables,03-11-2024,20,20,23,6,1,14-10-2024
Croissants,Bakery,04-11-2024,30,30,18,0,1,05-10-2024
Eggs,Dairy,04-11-2024,21,21,3,0,1,14-10-2024
Apples,Fruits,04-11-2024,10,5,15,0,0,30-10-2024
Bananas,Fruits,04-11-2024,7,7,13,0,1,28-10-2024
Mussels,Seafood,04-11-2024,15,2,6,0,0,02-11-2024
Pumpkin,Vegetables,04-11-2024,4,4,13,0,0,31-10-2024
Butter Croissant,Bakery,05-11-2024,3,3,2,0,0,02-11-2024
Orange Juice,Beverages,05-11-2024,14,14,3,0,1,22-10-2024
Chocolates,Confectionery,05-11-2024,365,2,19,0,0,03-11-2024
Milk,Dairy,05-11-2024,7,7,8,0,0,29-10-2024
Salmon Fillets,Seafood,05-11-2024,4,0,16,0,0,05-11-2024
Yogurt,Dairy,06-11-2024,15,2,9,0,0,04-11-2024
Pineapple,Fruits,06-11-2024,7,7,12,0,0,30-10-2024
Ham,Meat,06-11-2024,10,5,10,0,0,01-11-2024
Oysters,Seafood,06-11-2024,15,2,19,0,0,04-11-2024
Potatoes,Vegetables,06-11-2024,20,20,15,0,1,17-10-2024
Tomatoes,Vegetables,06-11-2024,7,0,4,0,0,06-11-2024
Orange Juice,Beverages,07-11-2024,14,14,18,0,1,24-10-2024
Red Wine,Beverages,07-11-2024,1095,0,10,0,0,07-11-2024
Cheese,Dairy,07-11-2024,21,21,6,0,1,17-10-2024
Milk,Dairy,07-11-2024,7,7,3,0,0,31-10-2024
Charcoal,Non-Food,07-11-2024,730,1,20,0,0,06-11-2024
Pepper,Spices,07-11-2024,14,0,39,19,0,07-11-2024
Pepper,Spices,07-11-2024,14,0,39,20,0,07-11-2024
Pepper,Spices,07-11-2024,14,14,39,19,1,24-10-2024
Pepper,Spices,07-11-2024,14,14,39,20,1,24-10-2024
Butter Croissant,Bakery,08-11-2024,3,1,18,0,0,07-11-2024
Cheese,Dairy,08-11-2024,21,21,9,0,1,18-10-2024
Yogurt,Dairy,08-11-2024,15,2,17,0,0,06-11-2024
Brussels Sprouts,Vegetables,08-11-2024,7,7,11,0,0,01-11-2024
Bread,Bakery,09-11-2024,5,5,4,0,0,04-11-2024
Milk,Dairy,09-11-2024,7,7,14,0,0,02-11-2024
Beef,Meat,09-11-2024,21,21,2,0,1,19-10-2024
Turkey,Meat,09-11-2024,14,14,8,0,1,26-10-2024
Carrots,Vegetables,09-11-2024,14,2,6,0,0,07-11-2024
Bread,Bakery,10-11-2024,5,5,19,0,0,05-11-2024
White Wine,Beverages,10-11-2024,730,2,19,0,0,08-11-2024
Butter,Dairy,10-11-2024,270,1,12,0,0,09-11-2024
Apples,Fruits,10-11-2024,10,10,62,11,0,31-10-2024
Apples,Fruits,10-11-2024,10,10,62,7,0,31-10-2024
Apples,Fruits,10-11-2024,10,10,62,10,0,31-10-2024
Apples,Fruits,10-11-2024,10,10,62,8,0,31-10-2024
Apples,Fruits,10-11-2024,10,10,62,4,0,31-10-2024
Apples,Fruits,10-11-2024,10,10,62,8,0,31-10-2024
Apples,Fruits,10-11-2024,10,10,62,14,0,31-10-2024
Lamb,Meat,10-11-2024,3,0,11,0,0,10-11-2024
Oysters,Seafood,10-11-2024,15,5,15,0,0,05-11-2024
Pepper,Spices,10-11-2024,14,14,12,0,1,27-10-2024
Lettuce,Vegetables,10-11-2024,5,5,20,17,0,05-11-2024
Lettuce,Vegetables,10-11-2024,5,5,20,3,0,05-11-2024
Spinach,Vegetables,10-11-2024,10,10,3,0,0,31-10-2024
Guinness,Beverages,11-11-2024,210,210,20,0,1,15-04-2024
Breakfast Cereals,Staples,11-11-2024,365,2,17,0,0,09-11-2024
Brussels Sprouts,Vegetables,11-11-2024,7,7,16,0,0,04-11-2024
Cabbage,Vegetables,11-11-2024,10,10,1,0,0,01-11-2024
Carrots,Vegetables,11-11-2024,14,14,9,0,1,28-10-2024
Bread,Bakery,12-11-2024,5,5,10,0,0,07-11-2024
Guinness,Beverages,12-11-2024,210,210,6,0,1,16-04-2024
Milk,Dairy,12-11-2024,7,7,12,0,0,05-11-2024
Apples,Fruits,12-11-2024,10,5,4,0,0,07-11-2024
Strawberries,Fruits,12-11-2024,4,4,13,0,0,08-11-2024
Beef,Meat,12-11-2024,21,21,24,11,1,22-10-2024
Beef,Meat,12-11-2024,21,21,24,12,1,22-10-2024
Beef,Meat,12-11-2024,21,21,24,1,1,22-10-2024
Salami,Meat,12-11-2024,21,5,4,0,0,07-11-2024
Mussels,Seafood,12-11-2024,15,15,12,0,1,28-10-2024
Pumpkin,Vegetables,12-11-2024,4,4,11,0,0,08-11-2024
Guinness,Beverages,13-11-2024,210,210,14,0,1,17-04-2024
Apples,Fruits,13-11-2024,10,10,1,0,0,03-11-2024
Lamb,Meat,13-11-2024,3,3,20,0,0,10-11-2024
Charcoal,Non-Food,13-11-2024,730,2,12,0,1,11-11-2024
Oysters,Seafood,13-11-2024,15,15,11,0,0,29-10-2024
Cinnamon,Spices,13-11-2024,730,1,15,0,1,12-11-2024
Carrots,Vegetables,13-11-2024,14,2,12,0,1,11-11-2024
Tomatoes,Vegetables,13-11-2024,7,7,18,0,0,06-11-2024
Guinness,Beverages,14-11-2024,210,210,19,0,1,18-04-2024
White Wine,Beverages,14-11-2024,730,1,6,0,1,13-11-2024
Salami,Meat,14-11-2024,21,21,9,0,1,24-10-2024
Bread,Bakery,15-11-2024,5,0,4,0,1,15-11-2024
Croissants,Bakery,15-11-2024,30,30,3,0,1,16-10-2024
Croissants,Bakery,15-11-2024,30,30,3,2,1,16-10-2024
Bananas,Fruits,15-11-2024,7,2,8,0,1,13-11-2024
Bananas,Fruits,15-11-2024,7,2,8,5,1,13-11-2024
Strawberries,Fruits,15-11-2024,4,4,20,0,1,11-11-2024
