date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,total,shelf_life,customer_type,payment,holiday,event
09-06-2024,PN006,Breakfast Cereals,Staples,12,09-06-2025,1.29,0%,1.29,15.48,365,Member,Card,0,0
09-06-2024,PN021,Cucumber,Vegetables,18,12-06-2024,0.89,10%,0.8,14.4,7,Member,Cash,0,0
09-06-2024,PN050,Yogurt,Dairy,9,24-06-2024,1.35,0%,1.35,12.15,15,Regular,Card,0,0
08-06-2024,PN020,Croissants,Bakery,10,08-07-2024,0.48,0%,0.48,4.8,30,Regular,Cash,0,0
08-06-2024,PN038,Pumpkin,Vegetables,10,12-06-2024,3.45,0%,3.45,34.5,4,Regular,Cash,0,0
08-06-2024,PN038,Pumpkin,Vegetables,17,12-06-2024,3.45,0%,3.45,58.65,4,Regular,Cash,0,0
08-06-2024,PN048,Turkey,Meat,3,22-06-2024,1.99,0%,1.99,5.97,14,Member,Card,0,0
07-06-2024,PN001,Apples,Fruits,6,12-06-2024,0.6,5%,0.57,3.42,10,Regular,Cash,0,0
07-06-2024,PN003,Basmati Rice,Staples,10,07-06-2025,1.59,0%,1.59,15.9,365,Member,Cash,0,0
07-06-2024,PN003,Basmati Rice,Staples,8,07-06-2024,1.59,30%,1.11,8.88,365,Regular,Cash,0,0
07-06-2024,PN015,Cheese,Dairy,9,28-06-2024,2.5,0%,2.5,22.5,21,Regular,Cash,0,0
07-06-2024,PN017,Chocolates,Confectionery,7,07-06-2025,1.75,0%,1.75,12.25,365,Regular,Cash,0,0
07-06-2024,PN022,Easter Eggs,Confectionery,12,07-06-2025,1.2,0%,1.2,14.4,365,Regular,Cash,0,0
07-06-2024,PN031,Orange Juice,Beverages,17,08-06-2024,2.5,25%,1.88,31.96,14,Member,Cash,0,0
07-06-2024,PN045,Spinach,Vegetables,16,17-06-2024,1.39,0%,1.39,22.24,10,Member,Card,0,0
06-06-2024,PN001,Apples,Fruits,13,16-06-2024,0.6,0%,0.6,7.8,10,Regular,Cash,0,0
06-06-2024,PN005,Bread,Bakery,13,11-06-2024,1.28,0%,1.28,16.64,5,Regular,Card,0,0
06-06-2024,PN006,Breakfast Cereals,Staples,11,06-06-2025,1.29,0%,1.29,14.19,365,Member,Card,0,0
06-06-2024,PN045,Spinach,Vegetables,12,08-06-2024,1.39,15%,1.18,14.16,10,Regular,Cash,0,0
06-06-2024,PN047,Tomatoes,Vegetables,15,13-06-2024,0.8,0%,0.8,12,7,Regular,Card,0,0
05-06-2024,PN004,Beef,Meat,16,26-06-2024,4.5,0%,4.5,72,21,Regular,Cash,0,0
05-06-2024,PN013,Carrots,Vegetables,4,19-06-2024,0.13,0%,0.13,0.52,14,Regular,Cash,0,0
05-06-2024,PN015,Cheese,Dairy,15,26-06-2024,2.5,0%,2.5,37.5,21,Regular,Card,0,0
05-06-2024,PN020,Croissants,Bakery,19,05-07-2024,0.48,0%,0.48,9.12,30,Member,Card,0,0
05-06-2024,PN022,Easter Eggs,Confectionery,17,05-06-2025,1.2,0%,1.2,20.4,365,Regular,Cash,0,0
05-06-2024,PN024,Guinness,Beverages,16,01-01-2025,4.66,0%,4.66,74.56,210,Member,Card,0,0
05-06-2024,PN024,Guinness,Beverages,20,06-06-2024,4.66,25%,3.5,70,210,Regular,Cash,0,0
05-06-2024,PN028,Milk,Dairy,16,12-06-2024,1.25,0%,1.25,20,7,Member,Cash,0,0
05-06-2024,PN028,Milk,Dairy,7,12-06-2024,1.25,0%,1.25,8.75,7,Regular,Cash,0,0
05-06-2024,PN044,Sparkling Wine,Beverages,19,10-06-2024,4.5,5%,4.28,81.32,365,Regular,Cash,0,0
04-06-2024,PN001,Apples,Fruits,11,14-06-2024,0.6,0%,0.6,6.6,10,Member,Card,0,0
04-06-2024,PN003,Basmati Rice,Staples,5,04-06-2025,1.59,0%,1.59,7.95,365,Member,Card,0,0
04-06-2024,PN012,Canned Soup,Staples,4,04-06-2026,2.13,0%,2.13,8.52,730,Member,Cash,0,0
04-06-2024,PN013,Carrots,Vegetables,19,07-06-2024,0.13,10%,0.12,2.28,14,Regular,Cash,0,0
04-06-2024,PN019,Coffee,Beverages,8,05-06-2024,3.3,25%,2.48,19.84,365,Member,Card,0,0
04-06-2024,PN022,Easter Eggs,Confectionery,6,07-06-2024,1.2,10%,1.08,6.48,365,Regular,Card,0,0
04-06-2024,PN027,Lettuce,Vegetables,6,09-06-2024,1.15,0%,1.15,6.9,5,Member,Card,0,0
04-06-2024,PN039,Red Wine,Beverages,8,04-06-2027,10.5,0%,10.5,84,1095,Member,Cash,0,0
04-06-2024,PN040,Salami,Meat,17,25-06-2024,1.6,0%,1.6,27.2,21,Member,Card,0,0
04-06-2024,PN044,Sparkling Wine,Beverages,4,04-06-2024,4.5,30%,3.15,12.6,365,Member,Card,0,0
03-06-2024,PN014,Charcoal,Non-Food,20,03-06-2026,1.75,0%,1.75,35,730,Regular,Cash,1,0
03-06-2024,PN015,Cheese,Dairy,6,06-06-2024,2.5,10%,2.25,13.5,21,Regular,Card,1,0
03-06-2024,PN023,Eggs,Dairy,10,24-06-2024,0.21,0%,0.21,2.1,21,Regular,Cash,1,0
03-06-2024,PN023,Eggs,Dairy,3,24-06-2024,0.21,0%,0.21,0.63,21,Member,Card,1,0
03-06-2024,PN027,Lettuce,Vegetables,19,08-06-2024,1.15,0%,1.15,21.85,5,Member,Card,1,0
03-06-2024,PN028,Milk,Dairy,8,10-06-2024,1.25,0%,1.25,10,7,Member,Card,1,0
03-06-2024,PN028,Milk,Dairy,15,10-06-2024,1.25,0%,1.25,18.75,7,Regular,Card,1,0
03-06-2024,PN048,Turkey,Meat,14,17-06-2024,1.99,0%,1.99,27.86,14,Regular,Cash,1,0
03-06-2024,PN049,White Wine,Beverages,17,03-06-2026,10.5,0%,10.5,178.5,730,Regular,Card,1,0
02-06-2024,PN001,Apples,Fruits,5,12-06-2024,0.6,0%,0.6,3,10,Regular,Card,0,0
02-06-2024,PN003,Basmati Rice,Staples,11,02-06-2025,1.59,0%,1.59,17.49,365,Member,Card,0,0
02-06-2024,PN005,Bread,Bakery,4,07-06-2024,1.28,0%,1.28,5.12,5,Member,Card,0,0
02-06-2024,PN006,Breakfast Cereals,Staples,10,02-06-2025,1.29,0%,1.29,12.9,365,Regular,Cash,0,0
02-06-2024,PN014,Charcoal,Non-Food,20,02-06-2026,1.75,0%,1.75,35,730,Regular,Card,0,0
02-06-2024,PN016,Chicken Breast,Meat,14,07-06-2024,3.99,0%,3.99,55.86,5,Member,Cash,0,0
02-06-2024,PN016,Chicken Breast,Meat,3,03-06-2024,3.99,25%,2.99,8.97,5,Member,Card,0,0
02-06-2024,PN017,Chocolates,Confectionery,11,02-06-2025,1.75,0%,1.75,19.25,365,Regular,Cash,0,0
02-06-2024,PN022,Easter Eggs,Confectionery,9,02-06-2025,1.2,0%,1.2,10.8,365,Member,Cash,0,0
02-06-2024,PN025,Ham,Meat,11,12-06-2024,2.99,0%,2.99,32.89,10,Member,Card,0,0
02-06-2024,PN028,Milk,Dairy,1,09-06-2024,1.25,0%,1.25,1.25,7,Member,Card,0,0
02-06-2024,PN029,Mussels,Seafood,13,05-06-2024,3,10%,2.7,35.1,15,Regular,Card,0,0
02-06-2024,PN044,Sparkling Wine,Beverages,13,07-06-2024,4.5,5%,4.28,55.64,365,Regular,Card,0,0
02-06-2024,PN048,Turkey,Meat,11,16-06-2024,1.99,0%,1.99,21.89,14,Member,Cash,0,0
01-06-2024,PN001,Apples,Fruits,11,06-06-2024,0.6,5%,0.57,6.27,10,Regular,Cash,0,0
01-06-2024,PN005,Bread,Bakery,17,02-06-2024,1.28,25%,0.96,16.32,5,Member,Card,0,0
01-06-2024,PN017,Chocolates,Confectionery,15,01-06-2025,1.75,0%,1.75,26.25,365,Regular,Cash,0,0
01-06-2024,PN018,Cinnamon,Spices,14,01-06-2026,1,0%,1,14,730,Regular,Card,0,0
01-06-2024,PN018,Cinnamon,Spices,16,01-06-2026,1,0%,1,16,730,Member,Card,0,0
01-06-2024,PN036,Pineapple,Fruits,12,08-06-2024,1.19,0%,1.19,14.28,7,Regular,Card,0,0
01-06-2024,PN046,Strawberries,Fruits,20,01-06-2024,0.5,30%,0.35,7,4,Member,Cash,0,0
01-06-2024,PN048,Turkey,Meat,4,15-06-2024,1.99,0%,1.99,7.96,14,Regular,Card,0,0
31-05-2024,PN002,Bananas,Fruits,3,07-06-2024,0.28,0%,0.28,0.84,7,Member,Card,0,0
31-05-2024,PN007,Brussels Sprouts,Vegetables,7,07-06-2024,1.07,0%,1.07,7.49,7,Regular,Cash,0,0
31-05-2024,PN007,Brussels Sprouts,Vegetables,5,07-06-2024,1.07,0%,1.07,5.35,7,Regular,Card,0,0
31-05-2024,PN031,Orange Juice,Beverages,14,02-06-2024,2.5,15%,2.13,29.82,14,Regular,Card,0,0
31-05-2024,PN032,Oranges,Fruits,7,14-06-2024,0.6,0%,0.6,4.2,14,Regular,Cash,0,0
31-05-2024,PN032,Oranges,Fruits,12,14-06-2024,0.6,0%,0.6,7.2,14,Member,Cash,0,0
31-05-2024,PN035,Pepper,Spices,9,14-06-2024,1,0%,1,9,14,Regular,Card,0,0
31-05-2024,PN039,Red Wine,Beverages,5,31-05-2027,10.5,0%,10.5,52.5,1095,Regular,Card,0,0
31-05-2024,PN042,Smoothie,Beverages,13,10-06-2024,4.25,0%,4.25,55.25,10,Member,Cash,0,0
30-05-2024,PN001,Apples,Fruits,6,09-06-2024,0.6,0%,0.6,3.6,10,Regular,Card,0,0
30-05-2024,PN001,Apples,Fruits,6,09-06-2024,0.6,0%,0.6,3.6,10,Member,Cash,0,0
30-05-2024,PN008,Burger Patties,Meat,5,30-05-2025,3,0%,3,15,365,Member,Card,0,0
30-05-2024,PN009,Butter,Dairy,5,04-06-2024,3.99,0%,3.99,19.95,270,Member,Card,0,0
30-05-2024,PN015,Cheese,Dairy,4,20-06-2024,2.5,0%,2.5,10,21,Regular,Card,0,0
30-05-2024,PN015,Cheese,Dairy,9,20-06-2024,2.5,0%,2.5,22.5,21,Member,Cash,0,0
30-05-2024,PN026,Lamb,Meat,13,02-06-2024,5,0%,5,65,3,Regular,Card,0,0
30-05-2024,PN028,Milk,Dairy,19,06-06-2024,1.25,0%,1.25,23.75,7,Regular,Card,0,0
30-05-2024,PN032,Oranges,Fruits,15,04-06-2024,0.6,5%,0.57,8.55,14,Regular,Cash,0,0
30-05-2024,PN037,Potatoes,Vegetables,2,19-06-2024,0.46,0%,0.46,0.92,20,Regular,Card,0,0
30-05-2024,PN039,Red Wine,Beverages,9,30-05-2027,10.5,0%,10.5,94.5,1095,Member,Card,0,0
30-05-2024,PN039,Red Wine,Beverages,5,02-06-2024,10.5,10%,9.45,47.25,1095,Member,Card,0,0
30-05-2024,PN050,Yogurt,Dairy,3,14-06-2024,1.35,0%,1.35,4.05,15,Regular,Cash,0,0
29-05-2024,PN009,Butter,Dairy,16,03-06-2024,3.99,0%,3.99,63.84,270,Member,Card,0,0
29-05-2024,PN028,Milk,Dairy,13,05-06-2024,1.25,0%,1.25,16.25,7,Member,Card,0,0
29-05-2024,PN028,Milk,Dairy,16,05-06-2024,1.25,0%,1.25,20,7,Member,Cash,0,0
29-05-2024,PN036,Pineapple,Fruits,20,05-06-2024,1.19,0%,1.19,23.8,7,Regular,Card,0,0
29-05-2024,PN043,Soft Drinks,Beverages,17,24-01-2025,3.4,0%,3.4,57.8,240,Regular,Cash,0,0
29-05-2024,PN045,Spinach,Vegetables,2,31-05-2024,1.39,15%,1.18,2.36,10,Regular,Cash,0,0
29-05-2024,PN050,Yogurt,Dairy,9,13-06-2024,1.35,0%,1.35,12.15,15,Member,Cash,0,0
28-05-2024,PN003,Basmati Rice,Staples,14,28-05-2025,1.59,0%,1.59,22.26,365,Regular,Card,0,0
28-05-2024,PN005,Bread,Bakery,20,02-06-2024,1.28,0%,1.28,25.6,5,Member,Card,0,0
28-05-2024,PN031,Orange Juice,Beverages,2,28-05-2024,2.5,30%,1.75,3.5,14,Member,Card,0,0
28-05-2024,PN037,Potatoes,Vegetables,3,17-06-2024,0.46,0%,0.46,1.38,20,Member,Card,0,0
27-05-2024,PN021,Cucumber,Vegetables,16,03-06-2024,0.89,0%,0.89,14.24,7,Member,Card,0,0
27-05-2024,PN047,Tomatoes,Vegetables,14,03-06-2024,0.8,0%,0.8,11.2,7,Regular,Card,0,0
26-05-2024,PN006,Breakfast Cereals,Staples,5,26-05-2024,1.29,30%,0.9,4.5,365,Member,Card,0,0
26-05-2024,PN022,Easter Eggs,Confectionery,3,26-05-2025,1.2,0%,1.2,3.6,365,Regular,Card,0,0
26-05-2024,PN025,Ham,Meat,18,05-06-2024,2.99,0%,2.99,53.82,10,Member,Cash,0,0
26-05-2024,PN036,Pineapple,Fruits,20,27-05-2024,1.19,25%,0.89,17.8,7,Member,Cash,0,0
26-05-2024,PN037,Potatoes,Vegetables,9,29-05-2024,0.46,10%,0.41,3.69,20,Regular,Cash,0,0
26-05-2024,PN044,Sparkling Wine,Beverages,10,31-05-2024,4.5,5%,4.28,42.8,365,Member,Cash,0,0
25-05-2024,PN016,Chicken Breast,Meat,5,25-05-2024,3.99,30%,2.79,13.95,5,Member,Card,0,0
25-05-2024,PN019,Coffee,Beverages,18,25-05-2025,3.3,0%,3.3,59.4,365,Member,Cash,0,0
25-05-2024,PN021,Cucumber,Vegetables,20,01-06-2024,0.89,0%,0.89,17.8,7,Member,Cash,0,0
25-05-2024,PN027,Lettuce,Vegetables,10,30-05-2024,1.15,0%,1.15,11.5,5,Regular,Cash,0,0
25-05-2024,PN034,Pasta,Staples,12,25-05-2025,1.45,0%,1.45,17.4,365,Regular,Cash,0,0
25-05-2024,PN037,Potatoes,Vegetables,7,14-06-2024,0.46,0%,0.46,3.22,20,Member,Card,0,0
25-05-2024,PN041,Salmon Fillets,Seafood,17,29-05-2024,4.25,0%,4.25,72.25,4,Regular,Card,0,0
25-05-2024,PN049,White Wine,Beverages,18,25-05-2026,10.5,0%,10.5,189,730,Regular,Card,0,0
25-05-2024,PN050,Yogurt,Dairy,14,09-06-2024,1.35,0%,1.35,18.9,15,Regular,Card,0,0
24-05-2024,PN006,Breakfast Cereals,Staples,8,24-05-2025,1.29,0%,1.29,10.32,365,Member,Card,0,0
24-05-2024,PN015,Cheese,Dairy,14,14-06-2024,2.5,0%,2.5,35,21,Member,Cash,0,0
24-05-2024,PN016,Chicken Breast,Meat,19,25-05-2024,3.99,25%,2.99,56.81,5,Member,Card,0,0
24-05-2024,PN017,Chocolates,Confectionery,7,26-05-2024,1.75,15%,1.49,10.43,365,Member,Cash,0,0
24-05-2024,PN028,Milk,Dairy,10,24-05-2024,1.25,30%,0.88,8.8,7,Regular,Card,0,0
24-05-2024,PN041,Salmon Fillets,Seafood,14,28-05-2024,4.25,0%,4.25,59.5,4,Regular,Cash,0,0
24-05-2024,PN043,Soft Drinks,Beverages,1,24-05-2024,3.4,30%,2.38,2.38,240,Member,Cash,0,0
23-05-2024,PN001,Apples,Fruits,18,02-06-2024,0.6,0%,0.6,10.8,10,Member,Cash,0,0
23-05-2024,PN002,Bananas,Fruits,7,30-05-2024,0.28,0%,0.28,1.96,7,Regular,Card,0,0
23-05-2024,PN004,Beef,Meat,2,13-06-2024,4.5,0%,4.5,9,21,Regular,Card,0,0
23-05-2024,PN005,Bread,Bakery,11,28-05-2024,1.28,0%,1.28,14.08,5,Member,Cash,0,0
23-05-2024,PN006,Breakfast Cereals,Staples,4,23-05-2025,1.29,0%,1.29,5.16,365,Member,Cash,0,0
23-05-2024,PN006,Breakfast Cereals,Staples,10,23-05-2025,1.29,0%,1.29,12.9,365,Regular,Card,0,0
23-05-2024,PN007,Brussels Sprouts,Vegetables,14,30-05-2024,1.07,0%,1.07,14.98,7,Member,Cash,0,0
23-05-2024,PN010,Butter Croissant,Bakery,16,26-05-2024,1.5,0%,1.5,24,3,Regular,Cash,0,0
23-05-2024,PN011,Cabbage,Vegetables,16,02-06-2024,1.29,0%,1.29,20.64,10,Member,Cash,0,0
23-05-2024,PN015,Cheese,Dairy,19,13-06-2024,2.5,0%,2.5,47.5,21,Regular,Card,0,0
23-05-2024,PN017,Chocolates,Confectionery,2,23-05-2025,1.75,0%,1.75,3.5,365,Regular,Cash,0,0
23-05-2024,PN033,Oysters,Seafood,6,07-06-2024,3.99,0%,3.99,23.94,15,Regular,Card,0,0
23-05-2024,PN042,Smoothie,Beverages,1,02-06-2024,4.25,0%,4.25,4.25,10,Regular,Card,0,0
22-05-2024,PN003,Basmati Rice,Staples,5,22-05-2025,1.59,0%,1.59,7.95,365,Member,Cash,0,0
22-05-2024,PN008,Burger Patties,Meat,2,22-05-2025,3,0%,3,6,365,Regular,Cash,0,0
22-05-2024,PN012,Canned Soup,Staples,11,22-05-2026,2.13,0%,2.13,23.43,730,Member,Cash,0,0
22-05-2024,PN014,Charcoal,Non-Food,9,23-05-2024,1.75,25%,1.31,11.79,730,Member,Card,0,0
22-05-2024,PN021,Cucumber,Vegetables,5,29-05-2024,0.89,0%,0.89,4.45,7,Regular,Cash,0,0
22-05-2024,PN023,Eggs,Dairy,20,22-05-2024,0.21,30%,0.15,3,21,Member,Cash,0,0
22-05-2024,PN026,Lamb,Meat,2,25-05-2024,5,0%,5,10,3,Regular,Cash,0,0
22-05-2024,PN039,Red Wine,Beverages,6,22-05-2027,10.5,0%,10.5,63,1095,Member,Cash,0,0
22-05-2024,PN044,Sparkling Wine,Beverages,4,27-05-2024,4.5,5%,4.28,17.12,365,Member,Cash,0,0
22-05-2024,PN045,Spinach,Vegetables,12,23-05-2024,1.39,25%,1.04,12.48,10,Regular,Card,0,0
22-05-2024,PN047,Tomatoes,Vegetables,7,29-05-2024,0.8,0%,0.8,5.6,7,Member,Card,0,0
22-05-2024,PN047,Tomatoes,Vegetables,7,29-05-2024,0.8,0%,0.8,5.6,7,Regular,Cash,0,0
21-05-2024,PN006,Breakfast Cereals,Staples,17,26-05-2024,1.29,5%,1.23,20.91,365,Member,Cash,0,0
21-05-2024,PN007,Brussels Sprouts,Vegetables,8,28-05-2024,1.07,0%,1.07,8.56,7,Regular,Card,0,0
21-05-2024,PN007,Brussels Sprouts,Vegetables,10,22-05-2024,1.07,25%,0.8,8,7,Regular,Cash,0,0
21-05-2024,PN014,Charcoal,Non-Food,7,21-05-2026,1.75,0%,1.75,12.25,730,Member,Cash,0,0
21-05-2024,PN015,Cheese,Dairy,18,11-06-2024,2.5,0%,2.5,45,21,Member,Cash,0,0
21-05-2024,PN017,Chocolates,Confectionery,1,21-05-2025,1.75,0%,1.75,1.75,365,Member,Card,0,0
21-05-2024,PN022,Easter Eggs,Confectionery,9,21-05-2025,1.2,0%,1.2,10.8,365,Member,Cash,0,0
21-05-2024,PN024,Guinness,Beverages,8,17-12-2024,4.66,0%,4.66,37.28,210,Regular,Card,0,0
21-05-2024,PN037,Potatoes,Vegetables,6,21-05-2024,0.46,30%,0.32,1.92,20,Member,Cash,0,0
21-05-2024,PN039,Red Wine,Beverages,2,21-05-2027,10.5,0%,10.5,21,1095,Regular,Card,0,0
20-05-2024,PN007,Brussels Sprouts,Vegetables,6,27-05-2024,1.07,0%,1.07,6.42,7,Regular,Card,0,0
20-05-2024,PN012,Canned Soup,Staples,18,20-05-2026,2.13,0%,2.13,38.34,730,Regular,Card,0,0
20-05-2024,PN013,Carrots,Vegetables,6,03-06-2024,0.13,0%,0.13,0.78,14,Regular,Card,0,0
20-05-2024,PN020,Croissants,Bakery,18,19-06-2024,0.48,0%,0.48,8.64,30,Regular,Card,0,0
20-05-2024,PN039,Red Wine,Beverages,11,20-05-2027,10.5,0%,10.5,115.5,1095,Regular,Card,0,0
19-05-2024,PN003,Basmati Rice,Staples,13,19-05-2025,1.59,0%,1.59,20.67,365,Member,Cash,0,0
19-05-2024,PN004,Beef,Meat,13,09-06-2024,4.5,0%,4.5,58.5,21,Regular,Card,0,0
19-05-2024,PN009,Butter,Dairy,6,24-05-2024,3.99,0%,3.99,23.94,270,Regular,Cash,0,0
19-05-2024,PN031,Orange Juice,Beverages,4,02-06-2024,2.5,0%,2.5,10,14,Member,Cash,0,0
19-05-2024,PN033,Oysters,Seafood,9,20-05-2024,3.99,25%,2.99,26.91,15,Member,Card,0,0
19-05-2024,PN040,Salami,Meat,15,09-06-2024,1.6,0%,1.6,24,21,Member,Cash,0,0
19-05-2024,PN040,Salami,Meat,11,09-06-2024,1.6,0%,1.6,17.6,21,Member,Card,0,0
19-05-2024,PN046,Strawberries,Fruits,19,19-05-2024,0.5,30%,0.35,6.65,4,Member,Cash,0,0
18-05-2024,PN018,Cinnamon,Spices,19,23-05-2024,1,5%,0.95,18.05,730,Regular,Cash,0,0
18-05-2024,PN025,Ham,Meat,14,28-05-2024,2.99,0%,2.99,41.86,10,Regular,Cash,0,0
18-05-2024,PN037,Potatoes,Vegetables,9,07-06-2024,0.46,0%,0.46,4.14,20,Regular,Cash,0,0
18-05-2024,PN041,Salmon Fillets,Seafood,8,22-05-2024,4.25,0%,4.25,34,4,Regular,Cash,0,0
18-05-2024,PN047,Tomatoes,Vegetables,15,25-05-2024,0.8,0%,0.8,12,7,Member,Cash,0,0
17-05-2024,PN008,Burger Patties,Meat,19,17-05-2025,3,0%,3,57,365,Regular,Card,0,0
17-05-2024,PN013,Carrots,Vegetables,11,31-05-2024,0.13,0%,0.13,1.43,14,Regular,Card,0,0
17-05-2024,PN015,Cheese,Dairy,7,07-06-2024,2.5,0%,2.5,17.5,21,Regular,Card,0,0
17-05-2024,PN017,Chocolates,Confectionery,3,17-05-2025,1.75,0%,1.75,5.25,365,Member,Cash,0,0
17-05-2024,PN022,Easter Eggs,Confectionery,15,17-05-2025,1.2,0%,1.2,18,365,Regular,Card,0,0
17-05-2024,PN027,Lettuce,Vegetables,11,22-05-2024,1.15,0%,1.15,12.65,5,Member,Card,0,0
17-05-2024,PN033,Oysters,Seafood,18,20-05-2024,3.99,10%,3.59,64.62,15,Regular,Card,0,0
17-05-2024,PN039,Red Wine,Beverages,8,17-05-2027,10.5,0%,10.5,84,1095,Regular,Card,0,0
16-05-2024,PN005,Bread,Bakery,3,21-05-2024,1.28,0%,1.28,3.84,5,Regular,Cash,0,0
16-05-2024,PN034,Pasta,Staples,16,16-05-2025,1.45,0%,1.45,23.2,365,Member,Card,0,0
16-05-2024,PN040,Salami,Meat,13,06-06-2024,1.6,0%,1.6,20.8,21,Member,Cash,0,0
16-05-2024,PN042,Smoothie,Beverages,19,26-05-2024,4.25,0%,4.25,80.75,10,Regular,Cash,0,0
16-05-2024,PN045,Spinach,Vegetables,8,26-05-2024,1.39,0%,1.39,11.12,10,Member,Card,0,0
16-05-2024,PN048,Turkey,Meat,6,30-05-2024,1.99,0%,1.99,11.94,14,Regular,Cash,0,0
16-05-2024,PN050,Yogurt,Dairy,1,21-05-2024,1.35,5%,1.28,1.28,15,Member,Cash,0,0
15-05-2024,PN005,Bread,Bakery,6,20-05-2024,1.28,0%,1.28,7.68,5,Member,Cash,0,0
15-05-2024,PN026,Lamb,Meat,3,18-05-2024,5,0%,5,15,3,Regular,Card,0,0
15-05-2024,PN029,Mussels,Seafood,19,20-05-2024,3,5%,2.85,54.15,15,Regular,Card,0,0
15-05-2024,PN030,Onions,Vegetables,13,04-06-2024,0.67,0%,0.67,8.71,20,Regular,Cash,0,0
15-05-2024,PN033,Oysters,Seafood,20,30-05-2024,3.99,0%,3.99,79.8,15,Member,Card,0,0
15-05-2024,PN037,Potatoes,Vegetables,4,04-06-2024,0.46,0%,0.46,1.84,20,Regular,Cash,0,0
15-05-2024,PN049,White Wine,Beverages,2,15-05-2026,10.5,0%,10.5,21,730,Regular,Cash,0,0
14-05-2024,PN026,Lamb,Meat,14,17-05-2024,5,0%,5,70,3,Regular,Card,0,0
14-05-2024,PN030,Onions,Vegetables,8,15-05-2024,0.67,25%,0.5,4,20,Regular,Cash,0,0
14-05-2024,PN041,Salmon Fillets,Seafood,16,14-05-2024,4.25,30%,2.98,47.68,4,Regular,Cash,0,0
14-05-2024,PN048,Turkey,Meat,5,28-05-2024,1.99,0%,1.99,9.95,14,Regular,Card,0,0
13-05-2024,PN027,Lettuce,Vegetables,19,18-05-2024,1.15,0%,1.15,21.85,5,Member,Card,0,0
13-05-2024,PN030,Onions,Vegetables,15,02-06-2024,0.67,0%,0.67,10.05,20,Member,Card,0,0
13-05-2024,PN031,Orange Juice,Beverages,1,27-05-2024,2.5,0%,2.5,2.5,14,Member,Cash,0,0
13-05-2024,PN035,Pepper,Spices,18,27-05-2024,1,0%,1,18,14,Regular,Card,0,0
13-05-2024,PN039,Red Wine,Beverages,10,13-05-2027,10.5,0%,10.5,105,1095,Regular,Card,0,0
12-05-2024,PN001,Apples,Fruits,20,12-05-2024,0.6,30%,0.42,8.4,10,Regular,Cash,0,0
12-05-2024,PN005,Bread,Bakery,20,17-05-2024,1.28,0%,1.28,25.6,5,Regular,Card,0,0
12-05-2024,PN015,Cheese,Dairy,8,02-06-2024,2.5,0%,2.5,20,21,Regular,Card,0,0
12-05-2024,PN016,Chicken Breast,Meat,9,17-05-2024,3.99,0%,3.99,35.91,5,Regular,Card,0,0
12-05-2024,PN021,Cucumber,Vegetables,18,19-05-2024,0.89,0%,0.89,16.02,7,Regular,Cash,0,0
12-05-2024,PN027,Lettuce,Vegetables,15,17-05-2024,1.15,0%,1.15,17.25,5,Member,Card,0,0
12-05-2024,PN028,Milk,Dairy,5,19-05-2024,1.25,0%,1.25,6.25,7,Regular,Card,0,0
12-05-2024,PN034,Pasta,Staples,18,12-05-2025,1.45,0%,1.45,26.1,365,Member,Card,0,0
11-05-2024,PN008,Burger Patties,Meat,12,11-05-2025,3,0%,3,36,365,Regular,Card,0,0
11-05-2024,PN012,Canned Soup,Staples,1,11-05-2026,2.13,0%,2.13,2.13,730,Member,Card,0,0
11-05-2024,PN013,Carrots,Vegetables,7,14-05-2024,0.13,10%,0.12,0.84,14,Regular,Card,0,0
11-05-2024,PN014,Charcoal,Non-Food,13,13-05-2024,1.75,15%,1.49,19.37,730,Member,Card,0,0
11-05-2024,PN023,Eggs,Dairy,4,01-06-2024,0.21,0%,0.21,0.84,21,Regular,Cash,0,0
10-05-2024,PN008,Burger Patties,Meat,15,10-05-2025,3,0%,3,45,365,Regular,Cash,0,0
10-05-2024,PN014,Charcoal,Non-Food,5,10-05-2026,1.75,0%,1.75,8.75,730,Regular,Cash,0,0
10-05-2024,PN019,Coffee,Beverages,9,12-05-2024,3.3,15%,2.81,25.29,365,Regular,Cash,0,0
10-05-2024,PN021,Cucumber,Vegetables,5,10-05-2024,0.89,30%,0.62,3.1,7,Regular,Cash,0,0
10-05-2024,PN026,Lamb,Meat,15,13-05-2024,5,0%,5,75,3,Regular,Cash,0,0
10-05-2024,PN032,Oranges,Fruits,16,10-05-2024,0.6,30%,0.42,6.72,14,Member,Cash,0,0
10-05-2024,PN033,Oysters,Seafood,17,11-05-2024,3.99,25%,2.99,50.83,15,Member,Cash,0,0
10-05-2024,PN046,Strawberries,Fruits,4,14-05-2024,0.5,0%,0.5,2,4,Member,Card,0,0
09-05-2024,PN004,Beef,Meat,5,12-05-2024,4.5,10%,4.05,20.25,21,Member,Cash,0,0
09-05-2024,PN008,Burger Patties,Meat,14,09-05-2025,3,0%,3,42,365,Regular,Card,0,0
09-05-2024,PN012,Canned Soup,Staples,8,09-05-2026,2.13,0%,2.13,17.04,730,Regular,Card,0,0
09-05-2024,PN019,Coffee,Beverages,7,10-05-2024,3.3,25%,2.48,17.36,365,Member,Cash,0,0
09-05-2024,PN024,Guinness,Beverages,20,05-12-2024,4.66,0%,4.66,93.2,210,Member,Card,0,0
